title,salary,desc,company_name,company_address,min_salary,max_salary,address_lat,address_lon,categories
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"Компании «Creditcаll» (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка и сейчас открывает дополнительные вакансии для удаленных контакт менеджеров (операторов) на колл центр. Вакансии: Контакт менеджер на Банковские проекты (входящие и исходящие…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Менеджер по работе с клиентами,20 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,20000.0,50000.0,,,менеджер
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 35 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,35000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Оператор call-центра,25 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,25000.0,50000.0,,,оператор
Менеджер по работе с клиентами,20 000 — 50 000 руб.,"ONECTA - Адаптивный контакт-центр для устойчивого развития бизнеса и человека, где каждый сотрудник на линии прекрасно ориентируется в рынке, что позволяет показывать лучшие результаты продаж., (крупнейший Аутсорсинговый Колл-центр РФ, более 600 удаленных рабочих мест), входит в ТОП-15 лидеров рынка…","ООО ""Onecta""",Удаленная работа,20000.0,50000.0,,,менеджер
Оператор call-центра,43 000 — 47 000 руб.,"Вакансия компании ООО ""ПКП"" Мы компания ООО ""ПКП""- профессиональный аутсорсинговый колл-центр. Это различные Горячие линии, Справочные службы, Рекрутинговые компании, Интернет-магазины, Маркетинговые исследования, Опросы, Презентации. Обязанности: Прием и обработка звонков; Консультация и помощь клиентам…",jobcart,Удаленная работа,43000.0,47000.0,,,оператор
Специалист по подбору персонала,40 000 — 120 000 руб.,"Привлечение кандидатов на должность курьера Доставки Еды с различных рекламных площадок. Расскажем о всех тонкостях привлечения и принципах работы, научим как выйти на стабильный доход в кратчайшие сроки. Консультация кандидата в курьеры, в которую входит разъяснение его обязанностей и условий работы…","""НовоТЭК""",Удаленная работа,40000.0,120000.0,,,другое
Преподаватель/репетитор в онлайн-школу математики (удаленно),50 000 — 120 000 руб.,"Вакансия компании ООО ""Маткласс"" Маткласс - онлайн-школа математики, семейные и детские лагеря, центр подготовки педагогов. Работаем с 2011 года по всему миру, проводим программы образовательного отдыха для детей и родителей с детьми от 5 до 18 лет. Влюбляем детей в математику, учим думать, решать непредсказуемые…",jobcart,Удаленная работа,50000.0,120000.0,,,другое
Оператор колл-центра,31 000 — 45 000 руб.,Мы - маркетинговое агентство Лид Групп. Основная наша задача - бесперебойное обеспечение клиентами наших заказчиков. ЧТО ПРЕДЛАГАЕМ: Гарантированный доход от 31 000 до 40 000 руб + бонусы; График 5/2 с 9.00 до 18.00 или с 10.00 до 19.00; Удаленная работа; Стабильные выплаты каждый день на вашу карту…,LeadGroup,Удаленная работа,31000.0,45000.0,,,оператор
Оператор call-центра,25 000 — 40 000 руб.,"АО ""РОСТ"" — это группа компаний, которые работают в сфере недвижимости. Одно из наших направлений - это лидогенерация для покупки жилой недвижимости (новостройки Москва и Санкт-Петербург) для застройщиков, агентств недвижимости и частных риелторов. В связи с расширением, приглашаем тебя в нашу команду…","АО ""Рост""",Удаленная работа,25000.0,40000.0,,,оператор
Менеджер для продвижению продукции компании на интернет-платформах,80 000 — 120 000 руб.,"Требуется менеджер для продвижению продукции компании на интернет-платформах; Условия: График работы свободный. Более 30% наших сотрудников успешно совмещают основную работу или учебу, с работой в нашей компании; Сможешь выбрать часы оказания услуг в интервале с 6 утра до 02 ночи по МСК; Стабильный…",Центр сертификации и лицензирования,Удаленная работа,80000.0,120000.0,,,менеджер
Менеджер интернет магазина ( удаленно),80 000 — 120 000 руб.,"Требуется менеджер для продвижению продукции компании на интернет-платформах; Условия: График работы свободный. Более 30% наших сотрудников успешно совмещают основную работу или учебу, с работой в нашей компании; Сможешь выбрать часы оказания услуг в интервале с 6 утра до 02 ночи по МСК; Стабильный…",Центр сертификации и лицензирования,Удаленная работа,80000.0,120000.0,,,менеджер
Менеджер для продвижению продукции компании на интернет-платформах,80 000 — 120 000 руб.,"Требуется менеджер для продвижению продукции компании на интернет-платформах; Условия: График работы свободный. Более 30% наших сотрудников успешно совмещают основную работу или учебу, с работой в нашей компании; Сможешь выбрать часы оказания услуг в интервале с 6 утра до 02 ночи по МСК; Стабильный…",Центр сертификации и лицензирования,Удаленная работа,80000.0,120000.0,,,менеджер
Product Owner (Collection CRM-система),по договоренности,"Кто мы? Компания «АктивБизнесКонсалт» работает с проблемными активами с 2013 года и входит в группу Сбер. Наша команда сопровождает процесс урегулирования задолженности на всех этапах: досудебном, судебном и в момент исполнительного производства. В 2018 году под брендом VS Robotics мы начали разработку…","АктивБизнесКонсалт, ООО",Удаленная работа,,,,,другое
Продавец-консультант,30 000 — 60 000 руб.,"Находимся в поиске менеджера отдела продаж! Наша компания занимается поставками товаров из Китая по всему миру. Сейчас у нас более 150 постоянных клиентов. С нами работают как опытные предприниматели, так и начинающие - мы помогаем в открытии магазинов и бесперебойной поставки товаров на продажу. Например…",Оптом Гуанчжоу,Удаленная работа,30000.0,60000.0,,,продавец
Ведущий маркетолог (удалённо),от 150 000 руб.,"Вакансия компании ""Акварель"" «Акварель» (мебель на заказ). Мы действующая компания уже более 5 лет на рынке. С обширной базой клиентов (физ. Лица). В данный момент было принято решение о развитии компании, а именно увеличению оборота продаж. Путем выстраивания комплексной маркетинговой стратегии. С…",jobcart,Удаленная работа,150000.0,,,,другое
Региональный менеджер,от 150 000 руб.,"Машиностроительная компания ""Полёт Агро"". С 2014 года проектируем и производим надёжное оборудование выстраиваемое в линии для предпродажной подготовки овощей и фруктов. Мы ищем единомышленников, наши клиенты - руководители, собственники бизнеса, главные инженера, понимающие, что хотят от производимых…",ПОЛЕТ АГРО,Удаленная работа,150000.0,,,,менеджер
Региональный менеджер,от 150 000 руб.,"Машиностроительный завод ""Полёт Агро"". Проектируем и производим надёжное оборудование, выстраиваемое в линии для предпродажной подготовки овощей и фруктов. Мы ищем единомышленников, наши клиенты - руководители, собственники бизнеса, главные инженера, понимающие, что хотят от производимых нами машин…",ПОЛЕТ АГРО,Удаленная работа,150000.0,,,,менеджер
Маркетолог во франчайзинге,по договоренности,"Вакансия компании ООО ""Красивая речь"" Сеть центров по коррекции и развитию речи ""ЛОГОЛЕНДиЯ"". Центр имеет лицензию на образовательную деятельность. В команде работают около 40 сотрудников. Дружный коллектив сплочено работает на результат. 4 филиала; Обязанности: Выстроить эффективное и долгосрочное…",jobcart,Удаленная работа,,,,,другое
Менеджер по активным продажам,30 000 — 50 000 руб.,"Вакансия компании ИП Фатеев; Enline - международная платформа по изучению иностранных языков. Школа была основана в 2014 году. На сегодняшний день у нас обучаются студенты из многих стран, таких так Израиль, США, Германия, Испания, и многие другие. Мы сотрудничаем более чем с 100 опытными педагогами…",jobcart,Удаленная работа,30000.0,50000.0,,,менеджер
Специалист контакт-центра,30 000 — 48 000 руб.,"Мы – команда «Ростелеком Контакт-центр»! Входим в число ведущих контактных центров России. Приглашаем тебя на вакансию Специалист по консультированию клиентов. В нашей команде уже более 7 000 сотрудников, присоединяйся и стань частью большой семьи! Откликайся, звони, приводи друзей, создавай свою команду…",Ростелеком Контакт-Центр,Удаленная работа,30000.0,48000.0,,,другое
Специалист по продвижению услуг,от 25 000 руб.,"Если ты хочешь получить хороший опыт, либо хочешь работать, совмещая с учёбой, работой или семьёй и при этом хорошо зарабатывать. Тогда тебе к нам! Приглашаем на вакансию Специалист (агент) по продвижению услуг. Откликайся или звони! Что предлагаем мы: Сумма дохода не ограничена, выбирай подходящий…",Ростелеком Контакт-Центр,Удаленная работа,25000.0,,,,другое
Специалист контакт-центра,30 000 — 48 000 руб.,"Мы – команда «Ростелеком Контакт-центр»! Входим в число ведущих контактных центров России. Приглашаем тебя на вакансию Специалист по консультированию клиентов. В нашей команде уже более 7 000 сотрудников, присоединяйся и стань частью большой семьи! Откликайся, звони, приводи друзей, создавай свою команду…",Ростелеком Контакт-Центр,Удаленная работа,30000.0,48000.0,,,другое
Специалист контакт-центра,31 000 — 50 000 руб.,"Мы – команда «Ростелеком Контакт-центр»! Входим в число ведущих контактных центров России. Приглашаем тебя на вакансию Специалист по консультированию клиентов. В нашей команде уже более 7 000 сотрудников, присоединяйся и стань частью большой семьи! Откликайся, звони, приводи друзей, создавай свою команду…",Ростелеком Контакт-Центр,Удаленная работа,31000.0,50000.0,,,другое
Специалист контакт-центра,30 000 — 48 000 руб.,"Мы – команда «Ростелеком Контакт-центр»! Входим в число ведущих контактных центров России. Приглашаем тебя на вакансию Специалист по консультированию клиентов. В нашей команде уже более 7 000 сотрудников, присоединяйся и стань частью большой семьи! Откликайся, звони, приводи друзей, создавай свою команду…",Ростелеком Контакт-Центр,Удаленная работа,30000.0,48000.0,,,другое
Оператор call-центра,от 30 000 руб.,"Кто мы? Компания «АктивБизнесКонсалт» основана Сбером в 2013 году. Мы оказываем услуги по урегулированию проблемной задолженности на всех стадиях: досудебной, судебной и на этапе исполнительного производства. А также разрабатываем IT-решения на базе речевых технологий. Мы являемся аккредитованной IT-компанией…","АктивБизнесКонсалт, ООО",Удаленная работа,30000.0,,,,оператор
Оператор,40 000 — 55 000 руб.,"Вносить данные, Работа с данными в программах Excel, Word; Требования: внимательность, пунктуальность; уверенное владение компьютером (знание Excel и Word), высокая скорость печати. Условия: Официальное оформление; Удаленная занятость;",Ивлева Арина Сергеевна,Удаленная работа,40000.0,55000.0,,,оператор
Специалист по продвижению услуг,от 25 000 руб.,"Если ты хочешь получить хороший опыт, либо хочешь работать, совмещая с учёбой, работой или семьёй и при этом хорошо зарабатывать. Тогда тебе к нам! Приглашаем на вакансию Специалист (агент) по продвижению услуг. Откликайся или звони! Что предлагаем мы: Сумма дохода не ограничена, выбирай подходящий…",Ростелеком Контакт-Центр,Удаленная работа,25000.0,,,,другое
Рекрутер-фрилансер,40 000 — 100 000 руб.,"Мы - очень дружная и позитивная команда. Являемся аутсорсинговой компанией, предоставляем персонал. Сейчас мы развиваемся с бешенной скоростью. Обязанности: Поиск кандидатов с использованием различных источников (массовый подбор) Проведение телефонных интервью. Обеспечение необходимого притока для закрытия…",Насыров Вадим Радимович,Удаленная работа,40000.0,100000.0,,,другое
Менеджер по работе с клиентами,от 30 000 руб.,"Кто мы? Компания «АктивБизнесКонсалт» основана Сбером в 2013 году. Мы оказываем услуги по урегулированию проблемной задолженности на всех стадиях: досудебной, судебной и на этапе исполнительного производства. А также разрабатываем IT-решения на базе речевых технологий. Мы являемся аккредитованной IT-компанией…","АктивБизнесКонсалт, ООО",Удаленная работа,30000.0,,,,менеджер
Менеджер по работе с клиентами (без поиска),от 50 000 руб.,"Вы будете руководить группой рекрутеров и заключать сделки с клиентами на подбор кадров (только горячие клиенты, удаленно, без личных встреч). Работа на удаленке, на этапе обучения встречаемся в офисе 1-2 раза в неделю, далее офисный день - 1 раз/мес,поэтому мы рассматриваем кандидатов из СПб+ЛО. Требуется:…",Рабочая биржа труда,Удаленная работа,50000.0,,,,менеджер
Оператор ПК/контент-менеджер,90 000 — 130 000 руб.,"Одним из плюсов работы в нашей компании является свободный график работы. Варианты сотрудничества: 3-4 часа в день или полный рабочий по день по 8 часов с 2 плавающими выходными, 2/2 по 12 часов. Возможны ночные смены. Более 30% наших сотрудников успешно совмещают основную работу с работой в нашей компании…",Центр сертификации и лицензирования,Удаленная работа,90000.0,130000.0,,,оператор
Менеджер по продажам b2b,80 000 — 125 000 руб.,"Компания специализируется на медицинских организациях, помогаем пройти внеплановые проверки Прокуратуры, Росздравнадзора, Роспотребнадзора и других надзорных органов. Чем предстоит заниматься: Работа с готовой базой клиентов в CRM - Битрикс24; Работа с холодными звонками и теплыми Лидами; Работа по…","ООО ""Единая исполнительная дирекция""",Удаленная работа,80000.0,125000.0,,,менеджер
Менеджер по продажам,40 000 — 125 000 руб.,"Мы - это 500+ клиник по всей стране. Мы помогаем пройти государственные проверки. Хотим увидеть в нашей команде бойца с опытом в продажах от 1 года, образование от средне-специального, который готов выполнять показатели и много зарабатывать. Наша специфика - сопровождение медицинских организаций при…","ООО ""Единая исполнительная дирекция""",Удаленная работа,40000.0,125000.0,,,менеджер
Менеджер по продажам,30 000 — 110 000 руб.,"Добрый день, дорогой кандидат! Мы - союз медицинский организаций, помогаем медицинским организациям с подготовкой и прохождением проверок надзорных органов (Росздравнадзор, Роспотребнадзор и т.д.). То есть, наши клиенты – это руководители клиник, главные врачи и другие лица, которые занимаются ведением…","ООО ""Единая исполнительная дирекция""",Удаленная работа,30000.0,110000.0,,,менеджер
Оператор call-центра,30 000 — 60 000 руб.,"Компания помогает пройти внеплановые проверки Прокуратуры, Росздравнадзора, Роспотребнадзора. Открыта новая вакансия - работа с медицинскими организациями по всей России (можно без опыта). Обязанности: Работа с готовой базой клиентов в CRM - Битрикс24; Работа с холодными и теплыми звонками; Работа по…","ООО ""Единая исполнительная дирекция""",Удаленная работа,30000.0,60000.0,,,оператор
Геймер/Игрок в mmo rpg,30 000 — 55 000 руб.,"Приветствую дорогой друг! Меня зовут Сергей, я представляю команду А101. Более 2-х лет наши сотрудники стабильно зарабатывают на видеоиграх, без первоначального опыта, благодаря быстрому и качественному обучению, поддержке руководителя и простейшему процессу гейминга! ВНИМАНИЕ! Заработок не требует…","ООО ""СЕМИЦВЕТИКС""",Удаленная работа,30000.0,55000.0,,,другое
Преподаватель английского языка в онлайн-школу,от 45 000 руб.,"Smart-tutor - это образовательная онлайн-платформа для репетиторства по школьным предметам, с помощью которой ученик подбирает репетитора ""по душе"". В связи со стремительным развитием компании мы ищем начинающих и опытных учителей математики, желающих развивать качественное онлайн-образование для школьников…","ООО ""СЕМИЦВЕТИКС""",Удаленная работа,45000.0,,,,другое
Преподаватель физики в онлайн-школу,от 45 000 руб.,"Smart-tutor - это образовательная онлайн-платформа для репетиторства по школьным предметам, с помощью которой ученик подбирает репетитора ""по душе"". В связи со стремительным развитием компании мы ищем начинающих и опытных учителей физики, желающих развивать качественное онлайн-образование для школьников…","ООО ""СЕМИЦВЕТИКС""",Удаленная работа,45000.0,,,,другое
Менеджер по работе с клиентами,50 000 — 90 000 руб.,"Вы будете руководить группой рекрутеров и заключать сделки с клиентами на подбор кадров (только горячие клиенты, удаленно, без личных встреч). Работа на удаленке, на этапе обучения встречаемся в офисе 1-2 раза в неделю, далее офисный день - 1 раз/мес,поэтому мы рассматриваем кандидатов из СПб+ЛО. Требуется:…",Рабочая биржа труда,Удаленная работа,50000.0,90000.0,,,менеджер
Оператор call-центра,35 000 — 40 000 руб.,Федеральная сеть сервисных центров по ремонту цифровой электронной техники приглашает к сотрудничеству профессиональных и активных людей. Обязанности: Только входящие звонки (без холодных и поиска клиентов); Выявление потребности клиента; Оформление заявок; Работа в CRM-системе по скрипту; Консультация…,"ООО ""НАРВА""",Удаленная работа,35000.0,40000.0,,,оператор
Менеджер по туризму,20 000 — 100 000 руб.,"Внимание! Конкурс на вакансию открыт до 30.12.2022! Необходимый опыт работы: не требуется; Частичная или полная занятость, удаленная работа ТОЛЬКО ДЛЯ САМОЗАНЯТЫХ; Возможна подработка: сменами по 4-6 часов, по выходным или по вечерам; Алоха, дорогой соискатель! Позволь рассказать тебе несколько слов…",Алоха регионы,Удаленная работа,20000.0,100000.0,,,менеджер
Оператор call-центра,от 30 000 руб.,"Мы — компания «Интернет Медиа Гид», успешно работаем на рынке уже 9 лет! Помогаем застройщикам продать квартиры в новостройках, а покупателям приобрести недвижимость. Наши клиенты ценят нас за стабильность и качество продукта, покупатели за уникальный сервис и помощь в приобретении квартиры их мечты…",Интернет Медиа Гид,Удаленная работа,30000.0,,,,оператор
Оператор,40 000 — 60 000 руб.,Ввод данных в базу; Создание информационного архива. Требования: Наличие ПК или смартфоном; Пунктуальность; Условия: Можно будет подобрать подходящий график; Бонусы за результат; Оплата два раза в неделю;,Ивлева Арина Сергеевна,Удаленная работа,40000.0,60000.0,,,оператор
Преподаватель немецкого языка (удаленно),20 000 — 50 000 руб.,"Вакансия компании ИП Фатеев; Enline - международная платформа по изучению иностранных языков. Школа была основана в 2014 году. На сегодняшний день у нас обучаются студенты из многих стран, таких так Израиль, США, Германия, Испания, и многие другие. Мы сотрудничаем более чем с 100 опытными педагогами…",jobcart,Удаленная работа,20000.0,50000.0,,,другое
Педагог английского языка для детей онлайн,20 000 — 50 000 руб.,"Вакансия компании ИП Фатеев; Enline - международная платформа по изучению иностранных языков. Школа была основана в 2014 году. На сегодняшний день у нас обучаются студенты из многих стран, таких так Израиль, США, Германия, Испания, и многие другие. Мы сотрудничаем более чем с 100 опытными педагогами…",jobcart,Удаленная работа,20000.0,50000.0,,,другое
Оператор контакт-центра,22 000 — 48 000 руб.,"Мы – команда «Ростелеком Контакт-центр»! Входим в число ведущих контактных центров России и являемся аккредитованной организацией, осуществляющей деятельность в области информационных технологий. Приглашаем тебя на вакансию Специалист по консультированию клиентов. В нашей команде уже более 7 000 сотрудников…",Ростелеком Контакт-Центр,Удаленная работа,22000.0,48000.0,,,оператор
Специалист по работе с заявками (удаленно),от 40 000 руб.,"Привет:) Мы – команда Ростелекома, одной из крупнейших в России телекоммуникационных компаний национального масштаба. Занимаемся обслуживанием клиентов на территории Москвы. Мы любим поддерживать наши услуги и наших клиентов, поэтому нам требуется сотрудник, готовый броситься в огонь и воду им на помощь…","ПАО ""Ростелеком""",Удаленная работа,40000.0,,,,другое
Менеджер по продажам (удаленно),35 000 — 55 000 руб.,"""Ростелеком"" — одна из крупнейших в России и Европе телекоммуникационных компаний национального масштаба. Мы рады видеть в команде инициативных и вовлеченных сотрудников, готовых реализовать себя в этом мире и научиться достойно зарабатывать в сфере продаж! Что мы предлагаем: Удалённая занятость; Работа…","ПАО ""Ростелеком""",Удаленная работа,35000.0,55000.0,,,менеджер
Специалист по работе с клиентами оператора мобильной связи,30 000 — 35 000 руб.,"SMARTER — это федеральный контактный центр. Мы обслуживаем; горячие линии и совершаем исходящие обзвоны по заказам наших клиентов. У нас есть офисные сотрудники в 8 городах России и ближнего; зарубежья, а также сотрудники, работающие в режиме домашнего офиса по всему; СНГ. И наш коллектив постоянно…",Smarter,Удаленная работа,30000.0,35000.0,,,оператор
Руководитель группы рекрутеров,50 000 — 90 000 руб.,"Вы будете руководить группой рекрутеров и заключать сделки с клиентами на подбор кадров (только горячие клиенты, удаленно, без личных встреч). Работа на удаленке, на этапе обучения встречаемся в офисе 1-2 раза в неделю, далее офисный день - 1 раз/мес,поэтому мы рассматриваем кандидатов из СПб+ЛО. Требуется:…",Рабочая биржа труда,Удаленная работа,50000.0,90000.0,,,руководитель
